id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V2496162411,1776599100810.246,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1032350,1030,true,1,0,540,960,176,30,176,37818,13,4,SV137,0,0,0,0,36301,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.248,0,18.14678
OT01V995796392,1776599100810.246,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101010.364,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1097801,1964,true,0,0,270,480,620,29,620,221828,4,6,SV137,0,0,0,4,123541,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.23,0,5.323192
OT01V2496162411,1776599101010.364,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1070238,1070,true,1,0,540,960,182,30,182,39288,13,4,SV137,0,0,0,0,37483,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.368,0,18.146843999999998
OT01V995796392,1776599101010.364,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101010.364,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1097801,1964,true,0,0,270,480,620,29,620,221828,4,6,SV137,0,0,0,4,123541,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.23,0,5.323192
OT01V2496162411,1776599101010.364,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1070238,1070,true,1,0,540,960,182,30,182,39288,13,4,SV137,0,0,0,0,37483,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.368,0,18.146843999999998
OT01V995796392,1776599101010.364,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101210.32,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1104373,1972,true,0,0,270,480,625,29,625,222020,4,6,SV137,0,0,0,4,124551,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.299,0,5.3232
OT01V2496162411,1776599101210.32,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1106007,1106,true,1,0,540,960,189,31,189,40662,13,4,SV137,0,0,0,0,38840,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.507,0,18.146877
OT01V995796392,1776599101210.32,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101210.32,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1104373,1972,true,0,0,270,480,625,29,625,222020,4,6,SV137,0,0,0,4,124551,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.299,0,5.3232
OT01V2496162411,1776599101210.32,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1106007,1106,true,1,0,540,960,189,31,189,40662,13,4,SV137,0,0,0,0,38840,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.507,0,18.146877
OT01V995796392,1776599101210.32,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101410.473,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1111274,1981,true,0,0,270,480,630,28,630,222236,4,6,SV137,0,0,0,4,125581,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.375,0,5.3427
OT01V2496162411,1776599101410.473,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1141301,1141,true,1,0,540,960,194,29,194,41502,13,4,SV137,0,0,0,0,39805,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.616,0,18.284662
OT01V995796392,1776599101410.473,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101410.473,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1111274,1981,true,0,0,270,480,630,28,630,222236,4,6,SV137,0,0,0,4,125581,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.375,0,5.3427
OT01V2496162411,1776599101410.473,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1141301,1141,true,1,0,540,960,194,29,194,41502,13,4,SV137,0,0,0,0,39805,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.616,0,18.284662
OT01V995796392,1776599101410.473,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101610.384,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1119840,1992,true,0,0,270,480,637,30,637,222500,4,6,SV137,0,0,0,4,127025,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.483,0,5.342718
OT01V2496162411,1776599101610.384,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1178407,1176,true,1,0,540,960,200,30,200,42342,13,4,SV137,0,0,0,0,40950,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.744,0,18.284729
OT01V995796392,1776599101610.384,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101610.384,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1119840,1992,true,0,0,270,480,637,30,637,222500,4,6,SV137,0,0,0,4,127025,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.483,0,5.342718
OT01V2496162411,1776599101610.384,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1178407,1176,true,1,0,540,960,200,30,200,42342,13,4,SV137,0,0,0,0,40950,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.744,0,18.284729
OT01V995796392,1776599101610.384,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101810.295,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1129357,2003,true,0,0,270,480,642,29,642,222768,5,7,SV137,0,0,0,5,128049,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,247885,10.552,0,5.354786
OT01V2496162411,1776599101810.295,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1220936,1218,true,1,0,540,960,207,30,207,43609,13,5,SV137,0,0,0,0,42350,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.874,0,18.574478
OT01V995796392,1776599101810.295,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599101810.295,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1129357,2003,true,0,0,270,480,642,29,642,222768,5,7,SV137,0,0,0,5,128049,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,247885,10.552,0,5.354786
OT01V2496162411,1776599101810.295,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1220936,1218,true,1,0,540,960,207,30,207,43609,13,5,SV137,0,0,0,0,42350,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.874,0,18.574478
OT01V995796392,1776599101810.295,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102010.356,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1133937,2009,true,0,0,270,480,645,26,645,222912,5,7,SV137,0,0,0,5,128657,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,247885,10.607,0,5.354794
OT01V2496162411,1776599102010.356,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1258557,1253,true,1,0,540,960,213,31,213,44457,13,5,SV137,0,0,0,0,43564,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.982,0,18.574514
OT01V995796392,1776599102010.356,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102010.356,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1133937,2009,true,0,0,270,480,645,26,645,222912,5,7,SV137,0,0,0,5,128657,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,247885,10.607,0,5.354794
OT01V2496162411,1776599102010.356,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1258557,1253,true,1,0,540,960,213,31,213,44457,13,5,SV137,0,0,0,0,43564,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,4.982,0,18.574514
OT01V995796392,1776599102010.356,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102210.396,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1141391,2019,true,0,0,270,480,651,27,651,223152,5,7,SV137,0,0,0,5,129898,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,256880,10.689,0,5.364507
OT01V2496162411,1776599102210.396,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1301534,1294,true,1,0,540,960,219,31,219,45441,13,5,SV137,0,0,0,0,44748,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,5.089,0,18.758988
OT01V995796392,1776599102210.396,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102210.396,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1141391,2019,true,0,0,270,480,651,27,651,223152,5,7,SV137,0,0,0,5,129898,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,256880,10.689,0,5.364507
OT01V2496162411,1776599102210.396,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1301534,1294,true,1,0,540,960,219,31,219,45441,13,5,SV137,0,0,0,0,44748,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,879000,5.089,0,18.758988
OT01V995796392,1776599102210.396,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102410.238,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1146983,2027,true,0,0,270,480,655,25,655,223344,5,7,SV137,0,0,0,5,130726,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.742,0,5.367113
OT01V2496162411,1776599102410.238,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1340160,1331,true,1,0,540,960,225,31,225,46329,13,5,SV137,0,0,0,0,45969,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,851311,5.209,0,18.787667
OT01V995796392,1776599102410.238,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102410.238,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1146983,2027,true,0,0,270,480,655,25,655,223344,5,7,SV137,0,0,0,5,130726,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,257000,10.742,0,5.367113
OT01V2496162411,1776599102410.238,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1340160,1331,true,1,0,540,960,225,31,225,46329,13,5,SV137,0,0,0,0,45969,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,851311,5.209,0,18.787667
OT01V995796392,1776599102410.238,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102610.374,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1155196,2036,true,0,0,270,480,660,24,660,223560,5,7,SV137,0,0,0,5,131761,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,249832,10.82,0,5.367119
OT01V2496162411,1776599102610.374,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1380510,1371,true,1,0,540,960,231,31,231,47289,13,5,SV137,0,0,0,0,47185,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,853524,5.314,0,18.787705
OT01V995796392,1776599102610.374,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102610.374,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1155196,2036,true,0,0,270,480,660,24,660,223560,5,7,SV137,0,0,0,5,131761,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,249832,10.82,0,5.367119
OT01V2496162411,1776599102610.374,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1380510,1371,true,1,0,540,960,231,31,231,47289,13,5,SV137,0,0,0,0,47185,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,853524,5.314,0,18.787705
OT01V995796392,1776599102610.374,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102810.225,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1161339,2044,true,0,0,270,480,664,22,664,223752,5,7,SV137,0,0,0,5,132589,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,244684,10.874,0,5.367127
OT01V2496162411,1776599102810.225,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1423357,1413,true,1,0,540,960,236,30,236,48297,13,5,SV137,0,0,0,0,48211,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,847376,5.41,0,18.787771
OT01V995796392,1776599102810.225,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599102810.225,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1161339,2044,true,0,0,270,480,664,22,664,223752,5,7,SV137,0,0,0,5,132589,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,244684,10.874,0,5.367127
OT01V2496162411,1776599102810.225,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1423357,1413,true,1,0,540,960,236,30,236,48297,13,5,SV137,0,0,0,0,48211,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,847376,5.41,0,18.787771
OT01V995796392,1776599102810.225,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599103010.455,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1167137,2052,true,0,0,270,480,669,24,669,223944,5,7,SV137,0,0,0,5,133624,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,253889,10.953,0,5.367139
OT01V2496162411,1776599103010.455,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1466084,1453,true,1,0,540,960,243,30,243,49257,13,5,SV137,0,0,0,0,49612,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,854768,5.551,0,18.787824
OT01V995796392,1776599103010.455,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599103010.455,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1167137,2052,true,0,0,270,480,669,24,669,223944,5,7,SV137,0,0,0,5,133624,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,253889,10.953,0,5.367139
OT01V2496162411,1776599103010.455,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1466084,1453,true,1,0,540,960,243,30,243,49257,13,5,SV137,0,0,0,0,49612,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,854768,5.551,0,18.787824
OT01V995796392,1776599103010.455,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599103210.273,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1173678,2060,true,0,0,270,480,674,23,674,224136,5,7,SV137,0,0,0,5,134659,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,246448,11.03,0,5.367147999999999
OT01V2496162411,1776599103210.273,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1510095,1494,true,1,0,540,960,249,31,249,50241,13,5,SV137,0,0,0,0,50829,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,844519,5.678,0,18.787881
OT01V995796392,1776599103210.273,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599103210.273,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1173678,2060,true,0,0,270,480,674,23,674,224136,5,7,SV137,0,0,0,5,134659,[object Object],bandwidth,1,0,0,r0,1969608071,L1T3,246448,11.03,0,5.367147999999999
OT01V2496162411,1776599103210.273,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1510095,1494,true,1,0,540,960,249,31,249,50241,13,5,SV137,0,0,0,0,50829,[object Object],bandwidth,1,0,0,r1,1712583422,L1T3,844519,5.678,0,18.787881
OT01V995796392,1776599103210.273,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,0,1,true,2,0,,,0,,0,283,0,0,SV137,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1822637613,,,0,0,0
OT01V1651729253,1776599103410.329,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1178750,2065,true,0,0,270,480,677,23,677,224260,5,8,SV137,0,0,0,5,135282,[object Object],none,2,0,0,r0,1969608071,L1T3,214166,11.105,0,5.373444999999999
OT01V2496162411,1776599103410.329,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1550073,1533,true,1,0,540,960,255,30,255,51181,13,6,SV137,0,0,0,0,52064,[object Object],none,2,0,0,r1,1712583422,L1T3,732499,5.811,0,19.091334
OT01V995796392,1776599103410.329,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,11515,11,true,2,0,1080,1920,4,,4,563,2,1,SV137,0,0,0,0,832,[object Object],none,2,0,0,r2,1822637613,L1T3,786667,0.12,0,0.463188
OT01V1651729253,1776599103410.329,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1178750,2065,true,0,0,270,480,677,23,677,224260,5,8,SV137,0,0,0,5,135282,[object Object],none,2,0,0,r0,1969608071,L1T3,214166,11.105,0,5.373444999999999
OT01V2496162411,1776599103410.329,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1550073,1533,true,1,0,540,960,255,30,255,51181,13,6,SV137,0,0,0,0,52064,[object Object],none,2,0,0,r1,1712583422,L1T3,732499,5.811,0,19.091334
OT01V995796392,1776599103410.329,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,11515,11,true,2,0,1080,1920,4,,4,563,2,1,SV137,0,0,0,0,832,[object Object],none,2,0,0,r2,1822637613,L1T3,786667,0.12,0,0.463188
OT01V1651729253,1776599103610.318,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1184031,2072,true,0,0,270,480,680,20,680,224428,5,8,SV137,0,0,0,5,135904,[object Object],none,2,0,0,r0,1969608071,L1T3,214166,11.159,0,5.401999
OT01V2496162411,1776599103610.318,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1576694,1558,true,1,0,540,960,259,28,259,51781,13,6,SV137,0,0,0,0,52892,[object Object],none,2,0,0,r1,1712583422,L1T3,732499,5.885,0,20.637538
OT01V995796392,1776599103610.318,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,39824,36,true,2,0,1080,1920,7,23,7,1267,5,1,SV137,0,0,0,0,1456,[object Object],none,2,0,0,r2,1822637613,L1T3,814999,0.205,0,4.861224
OT01V1651729253,1776599103610.318,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1184031,2072,true,0,0,270,480,680,20,680,224428,5,8,SV137,0,0,0,5,135904,[object Object],none,2,0,0,r0,1969608071,L1T3,214166,11.159,0,5.401999
OT01V2496162411,1776599103610.318,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1576694,1558,true,1,0,540,960,259,28,259,51781,13,6,SV137,0,0,0,0,52892,[object Object],none,2,0,0,r1,1712583422,L1T3,732499,5.885,0,20.637538
OT01V995796392,1776599103610.318,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,39824,36,true,2,0,1080,1920,7,23,7,1267,5,1,SV137,0,0,0,0,1456,[object Object],none,2,0,0,r2,1822637613,L1T3,814999,0.205,0,4.861224
OT01V1651729253,1776599103810.328,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1188371,2078,true,0,0,270,480,684,21,684,224572,5,8,SV137,0,0,0,5,136720,[object Object],none,2,0,0,r0,1969608071,L1T3,214166,11.235,0,5.448041
OT01V2496162411,1776599103810.328,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1588950,1571,true,1,0,540,960,262,26,262,52093,13,6,SV137,0,0,0,0,53508,[object Object],none,2,0,0,r1,1712583422,L1T3,732499,5.942,0,20.803933
OT01V995796392,1776599103810.328,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,85037,77,true,2,0,1080,1920,9,18,9,2415,6,1,SV137,0,0,0,0,1872,[object Object],none,2,0,0,r2,1822637613,L1T3,814999,0.268,0,16.932119999999998
OT01V1651729253,1776599103810.328,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1188371,2078,true,0,0,270,480,684,21,684,224572,5,8,SV137,0,0,0,5,136720,[object Object],none,2,0,0,r0,1969608071,L1T3,214166,11.235,0,5.448041
OT01V2496162411,1776599103810.328,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1588950,1571,true,1,0,540,960,262,26,262,52093,13,6,SV137,0,0,0,0,53508,[object Object],none,2,0,0,r1,1712583422,L1T3,732499,5.942,0,20.803933
OT01V995796392,1776599103810.328,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,85037,77,true,2,0,1080,1920,9,18,9,2415,6,1,SV137,0,0,0,0,1872,[object Object],none,2,0,0,r2,1822637613,L1T3,814999,0.268,0,16.932119999999998
OT01V1651729253,1776599104010.297,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1191465,2082,true,0,0,270,480,688,19,688,224668,5,8,SV137,0,0,0,5,137541,[object Object],none,2,0,0,r0,1969608071,L1T3,192825,11.304,0,5.477289
OT01V2496162411,1776599104010.297,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1611281,1592,true,1,0,540,960,267,24,267,52597,13,6,SV137,0,0,0,0,54543,[object Object],none,2,0,0,r1,1712583422,L1T3,674680,6.055,0,21.524684
OT01V995796392,1776599104010.297,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,110878,100,true,2,0,1080,1920,11,15,11,3059,6,1,SV137,0,0,0,0,2288,[object Object],none,2,0,0,r2,1822637613,L1T3,769000,0.316,0,26.011826
OT01V1651729253,1776599104010.297,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1191465,2082,true,0,0,270,480,688,19,688,224668,5,8,SV137,0,0,0,5,137541,[object Object],none,2,0,0,r0,1969608071,L1T3,192825,11.304,0,5.477289
OT01V2496162411,1776599104010.297,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1611281,1592,true,1,0,540,960,267,24,267,52597,13,6,SV137,0,0,0,0,54543,[object Object],none,2,0,0,r1,1712583422,L1T3,674680,6.055,0,21.524684
OT01V995796392,1776599104010.297,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,110878,100,true,2,0,1080,1920,11,15,11,3059,6,1,SV137,0,0,0,0,2288,[object Object],none,2,0,0,r2,1822637613,L1T3,769000,0.316,0,26.011826
OT01V1651729253,1776599104210.329,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1195751,2088,true,0,0,270,480,692,18,692,224812,5,8,SV137,0,0,0,5,138366,[object Object],none,2,0,0,r0,1969608071,L1T3,191814,11.377,0,5.508325999999999
OT01V2496162411,1776599104210.329,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1627791,1608,true,1,0,540,960,272,24,272,52981,13,6,SV137,0,0,0,0,55578,[object Object],none,2,0,0,r1,1712583422,L1T3,659722,6.161,0,21.866818
OT01V995796392,1776599104210.329,outbound-rtp,COT01_98_profile-id=0,video,video,995796392,T01,154156,138,true,2,0,1080,1920,13,14,13,4123,7,1,SV137,0,0,0,0,2704,[object Object],none,2,0,0,r2,1822637613,L1T3,769000,0.375,0,41.975947999999995
OT01V1651729253,1776599104210.329,outbound-rtp,COT01_98_profile-id=0,video,video,1651729253,T01,1195751,2088,true,0,0,270,480,692,18,692,224812,5,8,SV137,0,0,0,5,138366,[object Object],none,2,0,0,r0,1969608071,L1T3,191814,11.377,0,5.508325999999999
OT01V2496162411,1776599104210.329,outbound-rtp,COT01_98_profile-id=0,video,video,2496162411,T01,1627791,1608,true,1,0,540,960,272,24,272,52981,13,6,SV137,0,0,0,0,55578,[object Object],none,2,0,0,r1,1712583422,L1T3,659722,6.161,0,21.866818
